prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
poecillidae,unknown,Animalia,Teleostei,Cyprinodontiformes,Poeciliidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
poecilichthys f_fabellaris,unknown,Animalia,Actinopterygii,Perciformes,Percidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
podostemacea,unknown,Plantae,Magnoliopsida,Malpighiales,Podostemaceae,NA,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
pleuroxus uncinatus,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,Pleuroxus uncinatus,NA,Arthropoda,NA,NA,NA,NA,aquatic
pleuroxus trigonellus,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,Pleuroxus trigonellus,NA,Arthropoda,NA,NA,NA,NA,aquatic
pleuroxus sp,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
pleuroxus aduncus,unknown,Animalia,Branchiopoda,Diplostraca,Chydoridae,Pleuroxus aduncus,NA,Arthropoda,NA,NA,NA,NA,aquatic
pleurotaenium sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
pleurotaenium,unknown,Plantae,Zygnematophyceae,Zygnematales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
pleurosigma,unknown,Chromista,Bacillariophyceae,Thalassiophysales,Catenulaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
pleuroceridae goniobasis,unknown,Animalia,Gastropoda,Neotaenioglossa,Pleuroceridae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
pleurocera,unknown,Animalia,Gastropoda,Neotaenioglossa,Pleuroceridae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
pleidae,unknown,Metazoa,Insecta,Hemiptera,Pleidae,Plant DNA excision vector pX6-GFP,NA,Arthropoda,NA,NA,NA,NA,aquatic
plecoptera_newt,larvae,Metazoa,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera_larvae,larvae,Metazoa,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera stonefly,unknown,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera nymphs,larvae,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
plecoptera nymphae,larvae,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera nymph,larvae,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera newt,larvae,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera larvae,larvae,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera immature,larvae,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera imagines,adults,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera adults,adults,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera adult,adults,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plecoptera,unknown,Metazoa,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Plecoptera,larvae,Animalia,Insecta,Plecoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
platyhelminthes,unknown,Animalia,NA,NA,NA,NA,NA,Platyhelminthes,NA,NA,NA,NA,aquatic or terrestrial
platycnemididae sp,unknown,Animalia,Insecta,Odonata,Platycnemididae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
platyabini,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
plantae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant_seed,unknown,Plantae,NA,NA,NA,Plant DNA excision vector pX6-GFP,Plantae,NA,NA,NA,NA,NA,aquatic or terrestrial
plant_materials,unknown,Plantae,NA,NA,NA,Plant DNA excision vector pX6-GFP,Plantae,NA,NA,NA,NA,NA,aquatic or terrestrial
plant_material,unknown,Plantae,NA,NA,NA,Plant DNA excision vector pX6-GFP,Plantae,NA,NA,NA,NA,NA,aquatic or terrestrial
plant_debris,unknown,Plantae,NA,NA,NA,Plant DNA excision vector pX6-GFP,Plantae,NA,NA,NA,NA,NA,aquatic or terrestrial
plant tissues,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant tissue,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant seeds,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant remains,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant parts,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant matter_unidentified,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant matter,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant materials,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant material_gall,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant material_algae_etc,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
plant material,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant materia,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant leaves,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant fragments,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant detritus,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant debris,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Plant  remains,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic or terrestrial
plant,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
planorbis,unknown,Animalia,Gastropoda,NA,Planorbidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
planorbidae,unknown,Metazoa,Gastropoda,NA,Planorbidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
Planorbidae,unknown,Metazoa,Insecta,Coleoptera,Elmidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
planktonic_diatoms,unknown,Chromista,Bacillariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
planktonic crustacea,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
planktonic algae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
plankton 26,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
plankton 25,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
plankton,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
planariidae,unknown,Animalia,Trepaxonemata,Neoophora,Planariidae,NA,NA,Platyhelminthes,NA,NA,NA,NA,aquatic or terrestrial
planaoridae heliosoma,unknown,Animalia,Gastropoda,Basommatophora,Planorbidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
plagioscion_squamosissimus,unknown,Metazoa,Actinopterygii,Perciformes,Sciaenidae,Plagioscion squamosissimus,NA,Chordata,NA,NA,NA,NA,aquatic
plagioscion squamosissimus_fish_fry,juvenile,Animalia,Actinopterygii,Perciformes,Scianidae,Plagioscion squamosissimus,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
pisidium spp,unknown,Animalia,Bivalvia,Sphaeriida,Sphaeriidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
pisidium amnicum,unknown,Animalia,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium amnicum,NA,Mollusca,NA,NA,NA,NA,aquatic
pisidium,unknown,Animalia,Bivalvia,Sphaeriida,Sphaeriidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
pisidae,unknown,Animalia,Malacostraca,Decapoda,Pisidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
pisces ova,eggs,Animalia,NA,NA,NA,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
pisces,unknown,Animalia,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
pinnularia_sp_2,unknown,Chromista,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
pinnularia_sp_1,unknown,Chromista,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
pinnularia sp,unknown,Chromista,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
pinnularia,unknown,Chromista,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
pimplinidae,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
pimpla sp,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
Pimephales vigilax,unknown,Animalia,Teleostei,Cypriniformes,Cyprinidae,Pimephales vigilax,NA,Chordata,NA,NA,NA,NA,aquatic
pimelodidae,unknown,Metazoa,Actinopterygii,Siluriformes,Pimelodidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
pimelodella_grad_is,unknown,Metazoa,Actinopterygii,Siluriformes,Heptapteridae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
phytoplankton,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
phytobenthos,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
physids,unknown,Animalia,Gastropoda,Physida,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
physaidae,unknown,Animalia,Gastropoda,Basommatophora,Physidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
physa_sp,unknown,Metazoa,Gastropoda,NA,Physidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
physa spp,unknown,Animalia,Gastropoda,NA,Physidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
physa sp,unknown,Animalia,Gastropoda,NA,Physidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
physa acuta,unknown,Animalia,Gastropoda,NA,Physidae,Physella acuta,NA,Mollusca,NA,NA,NA,NA,aquatic
physa,unknown,Animalia,Gastropoda,NA,Physidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
phyllopoda,unknown,Animalia,Branchiopoda,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
phyllocycla sp_nymphs,larvae,Animalia,Insecta,Odonata,Gomphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
phygadeuontidae,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
phormidium sp,unknown,Bacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
phoridae diptera,unknown,Animalia,Insecta,Diptera,Phoridae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
phoridae,unknown,Animalia,Insecta,Diptera,Phoridae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
philopotamidae,unknown,Animalia,Insecta,Trichoptera,Philopotamidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
philodina sp,unknown,Animalia,Eurotatoria,Bdelloidea,Philodinidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
phanocelia sp,unknown,Animalia,Insecta,Trichoptera,Limnephilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
phaeogenini,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
petrothrincus,unknown,Animalia,Insecta,Trichoptera,Petrothrincidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
petroplax,unknown,Animalia,Insecta,Trichoptera,Sericostomatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
petrocephalus catostoma,unknown,Animalia,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus catostoma,NA,Chordata,NA,NA,NA,NA,aquatic
Perlodidae,unknown,Metazoa,Malacostraca,Amphipoda,Hyalellidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
perlodidae,unknown,Animalia,Insecta,Plecoptera,Perlodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
perlodes microcephala,unknown,Animalia,Insecta,Plecoptera,Perlodidae,Perlodes microcephalus,NA,Arthropoda,NA,NA,NA,NA,aquatic
perlidae newt,larvae,Animalia,Insecta,Plecoptera,Perlidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
perlidae,unknown,Animalia,Insecta,Plecoptera,Perlidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
periphyton,unknown,Plantae,Florideophyceae,Ceramiales,Rhodomelaceae,NA,NA,Rhodophyta,NA,NA,NA,NA,aquatic
perillus sp,unknown,Animalia,Insecta,Hemiptera,Pentatomidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
peridinium,unknown,Chromista,Dinophyceae,Peridiniales,Peridiniaceae,NA,NA,Myzozoa,NA,NA,NA,NA,aquatic
Percina spp.,unknown,Animalia,Actinopterygii,Perciformes,Percidae,Percina,NA,Chordata,NA,NA,NA,NA,aquatic
Percina sciera,unknown,Animalia,Teleostei,Perciformes,Percidae,Percina sciera,NA,Chordata,NA,NA,NA,NA,aquatic
perciforms,unknown,Animalia,Actinopterygii,Perciformes,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Percidae,unknown,Animalia,Teleostei,Perciformes,Percidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
perca_favescens,unknown,Metazoa,Actinopterygii,Perciformes,Percidae,Perca flavescens,NA,Chordata,NA,NA,NA,NA,aquatic
perca fluviatilis,unknown,Animalia,Actinopterygii,Perciformes,Percidae,Perca fluviatilis,NA,Chordata,NA,NA,NA,NA,aquatic
perca flavescens,unknown,Animalia,Actinopterygii,Perciformes,Percidae,Perca flavescens,NA,Chordata,NA,NA,NA,NA,aquatic
perca favescens,unknown,Animalia,Actinopterygii,Perciformes,Percidae,Perca flavescens,NA,Chordata,NA,NA,NA,NA,aquatic
peracarida,unknown,Animalia,Malacostraca,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
pentatomidae,unknown,Animalia,Insecta,Hemiptera,Pentatomidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
pentaneura,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
pennales,unknown,Chromista,Bacillariophyceae,Pennales,NA,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
penaeus_sp,unknown,Metazoa,Malacostraca,Decapoda,Penaeidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
penaeus,unknown,Metazoa,Malacostraca,Decapoda,Penaeidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
penaeid_shrimp,unknown,Animalia,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
pelecypoda,unknown,Metazoa,Bivalvia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
pediastrum_sp,unknown,Viridiplantae,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
pediastrum sp,unknown,Plantae,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
pediastrum,unknown,Viridiplantae,Chlorophyceae,Synechococcales,Merismopediaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
passalidae coleoptera,unknown,Animalia,Insecta,Coleoptera,Passalidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
parts_of_fishes,unknown,Animalia,Actinopterygii,NA,NA,NA,Actinopterygii,NA,NA,NA,NA,NA,aquatic
parts of_fishes,unknown,Animalia,NA,NA,NA,NA,NA,NA,Osteichthyes,NA,NA,NA,aquatic
particles_of_higher_vascular_plants,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
parecnomia resima,unknown,Animalia,Insecta,Trichoptera,Ecnomidae,Parecnomina resima,NA,Arthropoda,NA,NA,NA,NA,aquatic
parauchenipterus_galeatus,unknown,Metazoa,Actinopterygii,Siluriformes,Auchenipteridae,Trachelyopterus galeatus,NA,Chordata,NA,NA,NA,NA,aquatic
paratya spp,unknown,Animalia,Malacostraca,Decapoda,Atyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
paratrichocladius,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
paratendipes,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
paratanytarsus,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
parasitic flatworms,unknown,Animalia,NA,NA,NA,NA,NA,Platyhelminthes,NA,NA,NA,NA,aquatic or terrestrial
parasites,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
parasite,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
paramecium sp,unknown,Chromista,Oligohymenophorea,Peniculida,Parameciidae,NA,NA,Ciliophora,NA,NA,NA,NA,aquatic
paraleptophlebia,unknown,Animalia,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
paragnetina sp,unknown,Animalia,Insecta,Plecoptera,Perlidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
pallasea,unknown,Animalia,Malacostraca,Amphipoda,Pallaseidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
palaemonidae macrobrachium_spp,unknown,Animalia,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
palaemonidae,unknown,Metazoa,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Palaemonidae,unknown,Animalia,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
palaemonid_shrimp_undet,unknown,Animalia,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
palaemonid_shrimp,unknown,Animalia,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
palaemonetes_sp,unknown,Metazoa,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
palaemonetes,unknown,Metazoa,Malacostraca,Decapoda,Palaemonidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
paguroidea megalopa,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
pachyta lamed_liturata,unknown,Animalia,Insecta,Coleoptera,Cerambycidae,Pachyta lamed,NA,Arthropoda,NA,NA,NA,NA,terrestrial
p adusta_larvae,larvae,Animalia,Insecta,Ephemeroptera,Polymitarcyidae,Povilla adusta,NA,Arthropoda,NA,NA,NA,NA,aquatic
oxytorus sp,unknown,Animalia,Insecta,Hymenoptera,Ichneumonidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
oxyethira_maya,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
oxyethira sagittifera,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,Oxyethira sagittifera,NA,Arthropoda,NA,NA,NA,NA,aquatic
oxycerini,unknown,Animalia,Insecta,Diptera,Stratiomyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
ova_eggs,eggs,Animalia,Echinoidea,Spatangoida,Schizasteridae,NA,NA,Echinodermata,NA,NA,NA,NA,aquatic
otoliths,unknown,Animalia,Actinopterygii,NA,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic or terrestrial
others invert,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
others insects_terrestrial,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
others insects_aquatic,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
others,unknown,Metazoa,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
OTherHemiptera,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Otherfish,unknown,Animalia,Actinopterygii,NA,NA,NA,Actinopterygii,NA,NA,NA,NA,NA,aquatic
OtherDiptem,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other_trichoptera,unknown,Animalia,Insecta,Trichoptera,NA,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic or terrestrial
other_rotifera,unknown,Animalia,NA,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
other_insects,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
other_diptera_nonadult,adults,Animalia,Insecta,Diptera,NA,NA,Diptera,NA,NA,NA,NA,NA,aquatic or terrestrial
other_diptera_larvae,larvae,Animalia,Insecta,Diptera,NA,NA,Diptera,NA,NA,NA,NA,NA,aquatic or terrestrial
other_diptera,unknown,Animalia,Insecta,Diptera,NA,NA,Diptera,NA,NA,NA,NA,NA,aquatic or terrestrial
other_dipera_larvae,larvae,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other_cladocera,unknown,Animalia,Branchiopoda,Cladocera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
other_aquatic_insects,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic
Other Trichoptera,larvae,Animalia,Insecta,Aquifoliales,NA,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic or terrestrial
other terrestrial_hymenoptera,unknown,Animalia,Insecta,Hymenoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
other terrestrial_diptera,unknown,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
Other Tadpoles,unknown,Animalia,Amphibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
other surface,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
other prey,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
other malacostracans,unknown,Animalia,Malacostraca,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
other macrophyte,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other inverts,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
Other invertebrates,unknown,Animalia,NA,NA,NA,NA,Arthropods,NA,NA,NA,NA,NA,aquatic or terrestrial
other invertebrates,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other insects,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other insectb,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Other insecta,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
other insecta,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other insect_larvae,larvae,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other insect_adult,adults,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other gastropods,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other gastropoda,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other fishb,unknown,Animalia,NA,NA,NA,NA,NA,NA,Osteichthyes,NA,NA,NA,aquatic
Other fish,unknown,Animalia,Actinopterygii,NA,NA,NA,Actinopterygii,NA,NA,NA,NA,NA,aquatic
other fish,unknown,Animalia,NA,NA,NA,NA,NA,NA,Osteichthyes,NA,NA,NA,aquatic
other ephemeroptera,unknown,Animalia,Insecta,Ephemeroptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other diptera_larvae,larvae,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other diptera_aq_stages,unknown,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other diptera,unknown,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other diatoms,unknown,Chromista,Bacillariophyceae,NA,NA,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
other crustaceab,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic or terrestrial
other crustaceaa,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic or terrestrial
other crustacea,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic or terrestrial
other coleoptera,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
other cladocera,unknown,Animalia,Branchiopoda,Cladocera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
other aquatic_invertebrates,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
other aquatic_invertebratec,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
other aquatic_insects,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
other aquatic_fauna,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic
