"fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"0001FFMGHRQ5V4HCNHS72T7YR9","Little Walker River, Mono County, California","brook trout","weight","g",NA,NA,NA,NA,NA,NA,"38","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","1",NA,"baetis newt","0.07","unknown"
"0001FFMGHR4TG6FM45WCVZBS82","Little Walker River, Mono County, California","brook trout","relative weight","percent",NA,NA,NA,NA,NA,NA,"38","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","2",NA,"baetis newt","0.5","unknown"
"0001FFMGHRY54GN1A6ATG41EQG","Little Walker River, Mono County, California","PROSOPIUM-WILLIAMSONI","weight","g",NA,NA,NA,NA,NA,NA,"64","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","3",NA,"baetis newt","3","unknown"
"0001FFMGHRN5V4GKG4TH3ZD7S6","Little Walker River, Mono County, California","PROSOPIUM-WILLIAMSONI","relative weight","percent",NA,NA,NA,NA,NA,NA,"64","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","4",NA,"baetis newt","9.4","unknown"
"0001FFMGHRQ5V4HCNHS72T7YR9","Little Walker River, Mono County, California","brook trout","weight","g",NA,NA,NA,NA,NA,NA,"38","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","1",NA,"ephemerella newt","0.75","unknown"
"0001FFMGHR4TG6FM45WCVZBS82","Little Walker River, Mono County, California","brook trout","relative weight","percent",NA,NA,NA,NA,NA,NA,"38","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","2",NA,"ephemerella newt","5.1","unknown"
"0001FFMGHRY54GN1A6ATG41EQG","Little Walker River, Mono County, California","PROSOPIUM-WILLIAMSONI","weight","g",NA,NA,NA,NA,NA,NA,"64","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","3",NA,"ephemerella newt","7.52","unknown"
"0001FFMGHRN5V4GKG4TH3ZD7S6","Little Walker River, Mono County, California","PROSOPIUM-WILLIAMSONI","relative weight","percent",NA,NA,NA,NA,NA,NA,"64","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","4",NA,"ephemerella newt","23.7","unknown"
"0001FFMGHRQ5V4HCNHS72T7YR9","Little Walker River, Mono County, California","brook trout","weight","g",NA,NA,NA,NA,NA,NA,"38","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","1",NA,"heptageniidae adult","0.71","adults"
"0001FFMGHR4TG6FM45WCVZBS82","Little Walker River, Mono County, California","brook trout","relative weight","percent",NA,NA,NA,NA,NA,NA,"38","1973-07-12","1973-07-26","twice","river","no mention","Ellison","1980","California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl 2","fish species","2",NA,"heptageniidae adult","4.8","adults"
