"site_name","sampling_interval","citation","table_figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","figure","lat","long","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","sample_id"
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"predator_min_length",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"predator_min_length","36","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"predator_min_length","50","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"predator_max_length","35","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"predator_max_length","50","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"predator_max_length",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"predator_average_length",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"predator_average_length",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"predator_average_length",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"length_type",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"length_type",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"length_type",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"length_units","cm","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"length_units","cm","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"length_units","cm","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"sample_size","6","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"sample_size","79","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"sample_size","21","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"start_date","5/1/1945","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"start_date","5/1/1945","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"start_date","5/1/1945","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"end_date","12/1/1945","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"end_date","12/1/1945","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"end_date","12/1/1945","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"habitat","lentic","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"habitat","lentic","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"habitat","lentic","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"measurement_type","number","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"measurement_type","number","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"measurement_type","number","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"measurement_units","percent","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"measurement_units","percent","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"measurement_units","percent","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"author","Frost","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"author","Frost","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"author","Frost","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"year","1946","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"year","1946","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"year","1946","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"journal","JAE","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"journal","JAE","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"journal","JAE","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"mollusca","84","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"mollusca","74","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"mollusca","76","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"aquatic_insect_larvae","9.1","larvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"aquatic_insect_larvae","17.5","larvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"aquatic_insect_larvae","7.6","larvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"chironomid_larvae","1.1","larvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"chironomid_larvae","2.6","larvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"chironomid_larvae","0","larvae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"crustacea","6","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"crustacea","5","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"crustacea","15.2","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"oligochaeta","0","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"oligochaeta","0.4","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"oligochaeta","1","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"fish","0","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"fish","0.06","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"fish","0","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_1","size averaged over time",NA,"others","0","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_2","size averaged over time",NA,"others","0.1","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl2","20200113_frost_3","size averaged over time",NA,"others","0","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"fish_genus_species","Anguilla anguilla","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"predator_min_length","35","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"predator_min_length","35","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"predator_min_length","35","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"predator_min_length","35","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_8","by_month",NA,"predator_min_length","35","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_4","by_month",NA,"predator_max_length","60","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_5","by_month",NA,"predator_max_length","60","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_6","by_month",NA,"predator_max_length","60","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windermere","monthly","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl3","20200113_7","by_month",NA,"predator_max_length","60","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
