"fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"amphipoda","2475","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"amphipoda","30.74","unknown"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"decapoda","6","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"decapoda","0.08","unknown"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"mysidacea","4285","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"mysidacea","53.22","unknown"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"isopoda","293","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"isopoda","3.64","unknown"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"cladocera","2","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"cladocera","0.03","unknown"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"ostracoda","1","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"ostracoda","0.01","unknown"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"chaoborids","129","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"chaoborids","1.6","unknown"
"0001FFMGJBYNM71ZPD2AERXQK4","Lake Okeechobee, Florida","Black crappie","prey abundance","number","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","1",NA,"tendipeds","565","unknown"
"0001FFMGJB1N20V5D046KRYDQD","Lake Okeechobee, Florida",NA,"relative abundance","percent","114","369",NA,"mm","total length",NA,"514","1971-08-01","1972-07-01",NA,"lake","no mention","Ager","1976","In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners","Ager, L. A. (1976). Monthly food habits of various size groups of black crappie in Lake Okeechobee. In Proceedings of the Annual Conference Southeastern Association of Game and Fish Commissioners (Vol. 29, No. 1975, pp. 336-342).","tbl 1","measurement type","2",NA,"tendipeds","7.02","unknown"
