"fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Applegate_1966_tbl 1_1_183_percentpercent volume_Bull Shoals Reservoir, Arkansas_0_1.9_1_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Longear Sunfish","percent volume","percent","0","1.9",NA,"in","total length",NA,"183","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","1",NA,"fish",NA,"unknown"
"Applegate_1966_tbl 1_2_4_percentpercent volume_Bull Shoals Reservoir, Arkansas_0_1.9_2_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Bluegill","percent volume","percent","0","1.9",NA,"in","total length",NA,"4","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","2",NA,"fish",NA,"unknown"
"Applegate_1966_tbl 1_3_10_percentpercent volume_Bull Shoals Reservoir, Arkansas_0_1.9_3_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Largemouth Bass","percent volume","percent","0","1.9",NA,"in","total length",NA,"10","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","3",NA,"fish",NA,"unknown"
"Applegate_1966_tbl 1_4_17_percentpercent volume_Bull Shoals Reservoir, Arkansas_0_1.9_4_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Spotted Bass","percent volume","percent","0","1.9",NA,"in","total length",NA,"17","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","4",NA,"fish",NA,"unknown"
"Applegate_1966_tbl 1_5_189_percentpercent volume_Bull Shoals Reservoir, Arkansas_2_3.9_5_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Green Sunfish","percent volume","percent","2","3.9",NA,"in","total length",NA,"189","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","5",NA,"fish","10","unknown"
"Applegate_1966_tbl 1_6_69_percentpercent volume_Bull Shoals Reservoir, Arkansas_2_3.9_6_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Bluegill","percent volume","percent","2","3.9",NA,"in","total length",NA,"69","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","6",NA,"fish",NA,"unknown"
"Applegate_1966_tbl 1_7_2_percentpercent volume_Bull Shoals Reservoir, Arkansas_2_3.9_7_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Largemouth Bass","percent volume","percent","2","3.9",NA,"in","total length",NA,"2","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","7",NA,"fish","50","unknown"
"Applegate_1966_tbl 1_8_65_percentpercent volume_Bull Shoals Reservoir, Arkansas_2_3.9_8_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Smallmouth Bass","percent volume","percent","2","3.9",NA,"in","total length",NA,"65","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","8",NA,"fish","38","unknown"
"Applegate_1966_tbl 1_9_60_percentpercent volume_Bull Shoals Reservoir, Arkansas_2_3.9_9_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Spotted Bass","percent volume","percent","2","3.9",NA,"in","total length",NA,"60","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","9",NA,"fish","56","unknown"
"Applegate_1966_tbl 1_10_179_percentpercent volume_Bull Shoals Reservoir, Arkansas_4_7.9_10_1964-04-01_1965-03-01ReservoirNA","Bull Shoals Reservoir, Arkansas","Longear Sunfish","percent volume","percent","4","7.9",NA,"in","total length",NA,"179","1964-04-01","1965-03-01",NA,"Reservoir",NA,"Applegate","1966","In Southeast. Assoc. Game and Fish Commrs.","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl 1","fish species","10",NA,"fish","29","unknown"
