"fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Weinman_2007_tbl2_1_19_percentpercent number_Indiana_57_95_1_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","57","95",NA,"mm","total length",NA,"19","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","1",NA,"insect","23","unknown"
"Weinman_2007_tbl2_2_57_percentpercent number_Indiana_96_150_2_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","96","150",NA,"mm","total length",NA,"57","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","2",NA,"insect","26","unknown"
"Weinman_2007_tbl2_3_52_percentpercent number_Indiana_150_NA_3_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","150",NA,NA,"mm","total length",NA,"52","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","3",NA,"insect","6","unknown"
"Weinman_2007_tbl2_4_19_percentpercent number_Indiana_57_95_4_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","57","95",NA,"mm","total length",NA,"19","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","4",NA,"insect","22","unknown"
"Weinman_2007_tbl2_5_57_percentpercent number_Indiana_96_150_5_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","96","150",NA,"mm","total length",NA,"57","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","5",NA,"insect","29","unknown"
"Weinman_2007_tbl2_6_52_percentpercent number_Indiana_150_NA_6_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","150",NA,NA,"mm","total length",NA,"52","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","6",NA,"insect","6.3","unknown"
"Weinman_2007_tbl2_1_19_percentpercent number_Indiana_57_95_1_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","57","95",NA,"mm","total length",NA,"19","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","1",NA,"fish","54","unknown"
"Weinman_2007_tbl2_2_57_percentpercent number_Indiana_96_150_2_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","96","150",NA,"mm","total length",NA,"57","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","2",NA,"fish","32","unknown"
"Weinman_2007_tbl2_3_52_percentpercent number_Indiana_150_NA_3_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","150",NA,NA,"mm","total length",NA,"52","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","3",NA,"fish","33","unknown"
"Weinman_2007_tbl2_4_19_percentpercent number_Indiana_57_95_4_2005-05-01_2005-09-01StreamNA","Indiana","grass pickerel","percent number","percent","57","95",NA,"mm","total length",NA,"19","2005-05-01","2005-09-01",NA,"Stream",NA,"Weinman","2007","Journal of Freshwater Ecology","Weinman, M. L., & Lauer, T. E. (2007). Diet of Grass Pickerel (Esox americanus vermiculafus) in Indiana Streams. Journal of Freshwater Ecology, 22(3), 451-460.","tbl2","fish length","4",NA,"fish","60","unknown"
